timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
117.00;90.53;veh1;-1360997318#1_1;6.39;0.00;10.09;veh_passenger;591.31;362.25
117.00;91.70;veh2;-741945167#0_0;77.37;0.00;10.49;veh_passenger;571.56;362.63
117.00;89.45;veh3;-1184885420_0;21.64;0.00;13.33;veh_passenger;391.31;764.32
117.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
118.00;90.53;veh1;-1360997318#1_1;16.10;0.00;9.71;veh_passenger;601.02;362.16
118.00;91.18;veh2;:12599245496_1_1;4.69;0.00;10.06;veh_passenger;581.39;362.38
118.00;89.45;veh3;-1184885420_0;35.83;0.00;14.18;veh_passenger;405.48;764.45
118.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
118.00;90.66;veh5;228005525#2_0;5.10;0.00;0.00;veh_passenger;94.04;660.74
119.00;90.53;veh1;-1360997318#1_1;21.76;0.00;5.67;veh_passenger;606.69;362.11
119.00;90.53;veh2;-1360997318#1_1;6.85;0.00;10.57;veh_passenger;591.77;362.25
119.00;89.45;veh3;-1184885420_0;49.34;0.00;13.51;veh_passenger;418.99;764.58
119.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
119.00;90.66;veh5;228005525#2_0;6.46;0.00;1.36;veh_passenger;95.40;660.73
120.00;86.29;veh1;:cluster_37975504_6550558470_6790632204_6790632205_#1more_10_0;2.69;0.00;5.71;veh_passenger;612.38;362.42
120.00;90.53;veh2;-1360997318#1_1;13.09;0.00;6.24;veh_passenger;598.02;362.19
120.00;89.45;veh3;-1184885420_0;63.76;0.00;14.42;veh_passenger;433.41;764.72
120.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
120.00;90.66;veh5;228005525#2_0;9.88;0.00;3.42;veh_passenger;98.82;660.69
121.00;67.95;veh1;:cluster_37975504_6550558470_6790632204_6790632205_#1more_20_0;5.07;0.00;7.70;veh_passenger;619.61;364.61
121.00;90.53;veh2;-1360997318#1_1;18.31;0.00;5.22;veh_passenger;603.24;362.14
121.00;89.45;veh3;-1184885420_0;77.77;0.00;14.01;veh_passenger;447.41;764.85
121.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
121.00;90.66;veh5;228005525#2_0;15.79;0.00;5.91;veh_passenger;104.72;660.62
122.00;28.47;veh1;:cluster_37975504_6550558470_6790632204_6790632205_#1more_20_0;13.90;0.00;8.83;veh_passenger;624.83;371.34
122.00;89.72;veh2;:cluster_37975504_6550558470_6790632204_6790632205_#1more_10_0;0.52;0.00;6.98;veh_passenger;610.22;362.15
122.00;89.45;veh3;-1184885420_0;92.23;0.00;14.46;veh_passenger;461.86;764.99
122.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
122.00;90.66;veh5;228005525#2_0;23.33;0.00;7.55;veh_passenger;112.27;660.53
123.00;3.29;veh1;5327713#1_0;2.77;0.00;8.84;veh_passenger;625.65;380.12
123.00;84.30;veh2;:cluster_37975504_6550558470_6790632204_6790632205_#1more_10_0;3.96;0.00;3.44;veh_passenger;613.63;362.58
123.00;89.45;veh3;-1184885420_0;105.77;0.00;13.55;veh_passenger;475.40;765.12
123.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
123.00;90.66;veh5;228005525#2_0;32.59;0.00;9.25;veh_passenger;121.52;660.43
124.00;359.47;veh1;5327713#1_0;13.60;0.00;10.84;veh_passenger;625.55;390.96
124.00;70.51;veh2;:cluster_37975504_6550558470_6790632204_6790632205_#1more_20_0;4.50;0.00;5.87;veh_passenger;619.12;364.33
124.00;106.21;veh3;:cluster_1905962826_2716410169_9246710870_25_0;12.87;0.00;14.13;veh_passenger;489.06;762.09
124.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
124.00;90.66;veh5;228005525#2_0;41.25;0.00;8.67;veh_passenger;130.19;660.33
125.00;359.40;veh1;:cluster_5371279420_6550558471_15_0;2.60;0.00;12.69;veh_passenger;625.43;403.64
125.00;34.26;veh2;:cluster_37975504_6550558470_6790632204_6790632205_#1more_20_0;12.10;0.00;7.60;veh_passenger;624.16;369.71
125.00;92.20;veh3;-1184885424#2_1;11.60;0.00;14.04;veh_passenger;503.11;761.28
125.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
125.00;90.66;veh5;228005525#2_0;50.48;0.00;9.22;veh_passenger;139.41;660.22
126.00;359.19;veh1;5327713#2_0;7.13;0.00;14.03;veh_passenger;625.25;417.67
126.00;5.48;veh2;5327713#1_0;1.49;0.00;9.37;veh_passenger;625.67;378.85
126.00;92.20;veh3;-1184885424#2_1;25.14;0.00;13.54;veh_passenger;516.67;760.76
126.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
126.00;90.66;veh5;228005525#2_0;59.67;0.00;9.20;veh_passenger;148.61;660.11
127.00;359.19;veh1;5327713#2_0;18.01;0.00;10.89;veh_passenger;625.09;428.56
127.00;359.47;veh2;5327713#1_0;13.41;0.00;11.92;veh_passenger;625.56;390.76
127.00;91.86;veh3;:cluster_12727039321_9246506814_15_1;2.44;0.00;13.65;veh_passenger;530.34;760.27
127.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
127.00;90.66;veh5;228005525#2_0;68.66;0.00;8.99;veh_passenger;157.59;660.01
128.00;359.19;veh1;5327713#2_0;24.80;0.00;6.79;veh_passenger;625.00;435.34
128.00;359.39;veh2;:cluster_5371279420_6550558471_15_0;3.05;0.00;13.34;veh_passenger;625.42;404.10
128.00;91.12;veh3;-1184885424#1_1;8.15;0.00;13.67;veh_passenger;544.01;759.96
128.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
128.00;90.66;veh5;228005525#2_0;77.75;0.00;9.09;veh_passenger;166.68;659.91
129.00;13.62;veh1;:cluster_13276413877_13276413896_13276413897_37975505_1_0;4.83;0.00;7.58;veh_passenger;626.12;442.70
129.00;359.19;veh2;5327713#2_0;5.92;0.00;12.36;veh_passenger;625.27;416.47
129.00;91.12;veh3;-1184885424#1_1;21.78;0.00;13.63;veh_passenger;557.64;759.69
129.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
129.00;90.66;veh5;228005525#2_0;86.15;0.00;8.40;veh_passenger;175.08;659.81
130.00;65.39;veh1;:cluster_13276413877_13276413896_13276413897_37975505_1_0;12.59;0.00;7.76;veh_passenger;632.36;446.90
130.00;359.19;veh2;5327713#2_0;17.14;0.00;11.22;veh_passenger;625.11;427.68
130.00;91.12;veh3;-1184885424#1_1;36.22;0.00;14.44;veh_passenger;572.08;759.41
130.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
130.00;90.66;veh5;228005525#2_0;95.20;0.00;9.05;veh_passenger;184.13;659.71
131.00;87.19;veh1;233924656#1_0;2.67;0.00;8.06;veh_passenger;640.39;447.46
131.00;359.19;veh2;5327713#2_0;23.86;0.00;6.72;veh_passenger;625.01;434.40
131.00;91.12;veh3;-1184885424#1_1;50.16;0.00;13.94;veh_passenger;586.02;759.14
131.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
131.00;90.57;veh5;:5738654253_1_0;2.23;0.00;7.15;veh_passenger;191.28;659.63
132.00;89.97;veh1;:5371279644_6_0;2.53;0.00;10.11;veh_passenger;650.50;447.47
132.00;9.06;veh2;:cluster_13276413877_13276413896_13276413897_37975505_1_0;4.25;0.00;7.93;veh_passenger;625.75;442.25
132.00;91.12;veh3;-1184885424#1_1;62.06;0.00;11.89;veh_passenger;597.91;758.91
132.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
132.00;87.17;veh5;:2366289498_7_0;1.98;0.00;5.94;veh_passenger;197.21;659.87
133.00;89.94;veh1;233924656#2_0;5.54;0.00;12.41;veh_passenger;662.91;447.48
133.00;63.12;veh2;:cluster_13276413877_13276413896_13276413897_37975505_1_0;12.33;0.00;8.08;veh_passenger;632.10;446.87
133.00;91.12;veh3;-1184885424#1_1;70.28;0.00;8.22;veh_passenger;606.13;758.75
133.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
133.00;53.31;veh5;:2366289498_7_0;8.48;0.00;6.50;veh_passenger;202.57;662.97
134.00;89.94;veh1;233924656#2_0;18.19;0.00;12.65;veh_passenger;675.56;447.49
134.00;87.62;veh2;233924656#1_0;3.04;0.00;8.69;veh_passenger;640.76;447.46
134.00;90.96;veh3;:6610738786_2_1;3.17;0.00;3.96;veh_passenger;610.10;758.68
134.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
134.00;11.49;veh5;5328776#2_0;0.36;0.00;6.02;veh_passenger;204.08;668.68
135.00;89.94;veh1;233924656#2_0;30.30;0.00;12.11;veh_passenger;687.67;447.50
135.00;89.98;veh2;:5371279644_6_0;3.59;0.00;10.80;veh_passenger;651.56;447.47
135.00;90.89;veh3;:6610738786_2_1;4.50;0.00;1.32;veh_passenger;611.43;758.66
135.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
135.00;0.56;veh5;5328776#2_0;8.45;0.00;8.09;veh_passenger;204.16;676.77
136.00;89.94;veh1;233924656#2_0;42.79;0.00;12.49;veh_passenger;700.16;447.52
136.00;89.94;veh2;233924656#2_0;6.76;0.00;12.57;veh_passenger;664.13;447.48
136.00;90.87;veh3;:6610738786_2_1;5.06;0.00;0.56;veh_passenger;612.00;758.65
136.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
136.00;0.56;veh5;5328776#2_0;18.05;0.00;9.60;veh_passenger;204.26;686.37
137.00;89.94;veh1;233924656#2_0;55.02;0.00;12.22;veh_passenger;712.39;447.53
137.00;89.94;veh2;233924656#2_0;19.66;0.00;12.90;veh_passenger;677.03;447.49
137.00;90.87;veh3;:6610738786_2_1;5.16;0.00;0.09;veh_passenger;612.09;758.65
137.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
137.00;0.56;veh5;5328776#2_0;28.45;0.00;10.40;veh_passenger;204.36;696.77
138.00;89.98;veh1;:5371279635_6_0;3.42;0.00;12.21;veh_passenger;724.60;447.54
138.00;89.94;veh2;233924656#2_0;33.05;0.00;13.39;veh_passenger;690.42;447.51
138.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.01;veh_passenger;612.11;758.65
138.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
138.00;0.56;veh5;5328776#2_0;38.75;0.00;10.29;veh_passenger;204.46;707.06
139.00;89.92;veh1;233924656#3_0;5.82;0.00;11.80;veh_passenger;736.40;447.55
139.00;89.94;veh2;233924656#2_0;46.18;0.00;13.12;veh_passenger;703.55;447.52
139.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
139.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
139.00;359.82;veh5;:37954746_0_0;8.09;0.00;10.59;veh_passenger;204.45;717.66
140.00;90.19;veh1;233924656#3_0;16.45;0.00;10.63;veh_passenger;747.03;447.54
140.00;89.94;veh2;233924656#2_0;59.45;0.00;13.27;veh_passenger;716.82;447.54
140.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
140.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
140.00;359.81;veh5;:7025911058_2_0;6.60;0.00;10.69;veh_passenger;204.39;728.34
141.00;87.52;veh1;:cluster_12143552142_12143552170_2458643668_5733933914_10_0;3.61;0.00;7.99;veh_passenger;755.01;447.71
141.00;90.00;veh2;233924656#3_0;0.16;0.00;13.92;veh_passenger;730.74;447.54
141.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
141.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
141.00;0.46;veh5;5328776#4_0;8.45;0.00;11.14;veh_passenger;204.45;739.48
142.00;74.22;veh1;:cluster_12143552142_12143552170_2458643668_5733933914_18_0;4.13;0.00;7.85;veh_passenger;762.66;449.26
142.00;89.92;veh2;233924656#3_0;10.82;0.00;10.66;veh_passenger;741.40;447.55
142.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
142.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
142.00;359.99;veh5;-1374548060#1_0;0.25;0.00;9.94;veh_passenger;204.45;749.41
142.00;90.48;veh6;-52050698#3_1;2.16;0.00;0.00;veh_passenger;74.38;765.88
143.00;22.12;veh1;:cluster_12143552142_12143552170_2458643668_5733933914_18_0;12.62;0.00;8.49;veh_passenger;767.24;455.76
143.00;90.77;veh2;233924656#3_0;19.97;0.00;9.15;veh_passenger;750.55;447.49
143.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
143.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
143.00;2.87;veh5;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;1.00;0.00;7.29;veh_passenger;204.69;756.67
143.00;90.48;veh6;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;1.49;0.00;1.49;veh_passenger;75.87;765.87
144.00;91.14;veh2;:cluster_12143552142_12143552170_2458643668_5733933914_9_0;9.93;0.00;10.78;veh_passenger;761.34;447.28
144.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
144.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
144.00;46.54;veh5;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;9.02;0.00;8.02;veh_passenger;209.05;762.95
144.00;90.43;veh6;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;5.33;0.00;3.84;veh_passenger;79.71;765.84
145.00;91.14;veh2;:cluster_12143552142_12143552170_2458643668_5733933914_9_0;23.03;0.00;13.11;veh_passenger;774.44;447.02
145.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
145.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
145.00;77.05;veh5;:cluster_12893603029_12893603030_37985146_6563509250_#1more_9_0;16.70;0.00;7.68;veh_passenger;216.42;764.92
145.00;90.43;veh6;:cluster_37974740_6563450916_6563509246_6563509248_#1more_6_1;11.69;0.00;6.36;veh_passenger;86.07;765.79
146.00;91.03;veh2;233924656#6_0;7.92;0.00;13.10;veh_passenger;787.54;446.78
146.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
146.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
146.00;88.54;veh5;-1184885425#0_0;0.54;0.00;8.45;veh_passenger;224.86;765.16
146.00;90.41;veh6;-52050698#0_1;4.12;0.00;8.41;veh_passenger;94.48;765.73
147.00;90.12;veh2;233924656#6_0;21.18;0.00;13.27;veh_passenger;800.81;446.67
147.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
147.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
147.00;90.21;veh5;-1184885425#0_0;11.50;0.00;10.96;veh_passenger;235.84;765.03
147.00;90.40;veh6;-52050698#0_1;14.74;0.00;10.62;veh_passenger;105.10;765.66
148.00;90.12;veh2;233924656#6_0;35.16;0.00;13.98;veh_passenger;814.79;446.64
148.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
148.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
148.00;90.21;veh5;-1184885425#0_0;21.67;0.00;10.17;veh_passenger;246.03;764.99
148.00;90.40;veh6;-52050698#0_1;27.80;0.00;13.06;veh_passenger;118.16;765.57
149.00;90.12;veh2;233924656#6_0;48.23;0.00;13.07;veh_passenger;827.85;446.61
149.00;90.87;veh3;:6610738786_2_1;5.17;0.00;0.00;veh_passenger;612.11;758.65
149.00;90.87;veh4;:6610738786_2_0;5.17;0.00;0.00;veh_passenger;612.03;755.45
149.00;90.21;veh5;-1184885425#0_0;32.38;0.00;10.71;veh_passenger;256.76;764.95
149.00;90.40;veh6;-52050698#0_1;41.47;0.00;13.67;veh_passenger;131.83;765.47
150.00;90.12;veh2;233924656#6_0;61.94;0.00;13.71;veh_passenger;841.57;446.59
150.00;89.45;veh3;:cluster_2058701942_6550558469_6610738787_20_1;0.87;0.00;1.87;veh_passenger;613.91;758.75
150.00;92.85;veh4;:cluster_2058701942_6550558469_6610738787_19_0;1.40;0.00;2.40;veh_passenger;614.36;755.25
150.00;105.96;veh5;-737699689#1_0;1.18;0.00;10.48;veh_passenger;266.67;761.69
150.00;90.38;veh6;-1184885432_0;2.30;0.00;13.05;veh_passenger;144.88;765.38
151.00;90.12;veh2;233924656#6_0;75.27;0.00;13.33;veh_passenger;854.89;446.56
151.00;82.26;veh3;:cluster_2058701942_6550558469_6610738787_20_1;5.01;0.00;4.14;veh_passenger;618.00;759.30
151.00;102.65;veh4;:cluster_2058701942_6550558469_6610738787_19_0;5.45;0.00;4.05;veh_passenger;618.24;754.30
151.00;90.51;veh5;-737699689#1_0;11.05;0.00;9.87;veh_passenger;276.54;761.60
151.00;90.41;veh6;-1184885432_0;15.76;0.00;13.46;veh_passenger;158.35;765.29
152.00;90.12;veh2;233924656#6_0;88.33;0.00;13.07;veh_passenger;867.95;446.53
152.00;68.03;veh3;:cluster_2058701942_6550558469_6610738787_20_1;11.20;0.00;6.19;veh_passenger;623.78;761.32
152.00;142.62;veh4;:cluster_2058701942_6550558469_6610738787_19_0;11.67;0.00;6.22;veh_passenger;622.24;749.86
152.00;90.51;veh5;-737699689#1_0;21.85;0.00;10.80;veh_passenger;287.33;761.51
152.00;119.64;veh6;:11006259231_2_0;6.84;0.00;13.66;veh_passenger;171.42;762.34
153.00;90.12;veh2;233924656#6_0;102.36;0.00;14.03;veh_passenger;881.98;446.50
153.00;72.45;veh3;:cluster_2058701942_6550558469_6610738787_20_1;19.71;0.00;8.51;veh_passenger;631.65;764.33
153.00;179.32;veh4;-1360997321#0_0;4.62;0.00;8.10;veh_passenger;622.78;741.79
153.00;90.51;veh5;-737699689#1_0;32.10;0.00;10.25;veh_passenger;297.58;761.42
153.00;89.21;veh6;-1184885433#1_0;11.03;0.00;12.72;veh_passenger;184.21;762.06
154.00;90.12;veh2;233924656#6_0;115.52;0.00;13.16;veh_passenger;895.14;446.47
154.00;92.00;veh3;-1184885426#1_1;0.68;0.00;10.96;veh_passenger;642.55;764.65
154.00;184.90;veh4;:12599795682_0_0;2.09;0.00;9.48;veh_passenger;622.35;732.25
154.00;90.51;veh5;-737699689#1_0;43.12;0.00;11.02;veh_passenger;308.59;761.32
154.00;91.89;veh6;:cluster_12893603029_12893603030_37985146_6563509250_#1more_13_0;2.91;0.00;8.22;veh_passenger;192.46;761.94
155.00;89.54;veh3;-1184885426#1_1;13.71;0.00;13.03;veh_passenger;655.60;764.75
155.00;179.76;veh4;-1361051335_0;5.65;0.00;11.99;veh_passenger;619.62;720.71
155.00;90.54;veh5;:cluster_7025251706_7025251707_15_0;4.36;0.00;9.97;veh_passenger;318.56;761.23
155.00;117.00;veh6;:cluster_12893603029_12893603030_37985146_6563509250_#1more_13_0;10.76;0.00;7.85;veh_passenger;199.62;759.37
156.00;89.61;veh3;:11006259224_3_2;1.25;0.00;13.42;veh_passenger;668.86;764.85
156.00;176.24;veh4;:12599245499_3_0;1.01;0.00;14.31;veh_passenger;619.99;706.44
156.00;90.50;veh5;-737699689#0_0;5.19;0.00;10.32;veh_passenger;328.88;761.13
156.00;175.15;veh6;1374548060#1_0;3.37;0.00;7.52;veh_passenger;201.24;752.31
157.00;89.48;veh3;-737699692#10_2;8.50;0.00;13.46;veh_passenger;681.71;764.96
157.00;179.32;veh4;-5327713#12_0;4.49;0.00;16.62;veh_passenger;622.87;690.96
157.00;90.50;veh5;-737699689#0_0;15.12;0.00;9.94;veh_passenger;338.81;761.05
157.00;180.00;veh6;:7025911064_6_0;6.47;0.00;9.64;veh_passenger;201.25;742.67
158.00;89.54;veh3;-737699692#9_2;6.69;0.00;13.22;veh_passenger;694.94;765.06
158.00;179.22;veh4;-5327713#12_0;23.53;0.00;19.04;veh_passenger;623.13;671.93
158.00;90.50;veh5;-737699689#0_0;25.71;0.00;10.59;veh_passenger;349.39;760.96
158.00;180.40;veh6;:7025911058_1_0;0.47;0.00;12.07;veh_passenger;201.18;730.59
159.00;89.54;veh3;-737699692#9_2;20.62;0.00;13.93;veh_passenger;708.90;765.17
159.00;182.48;veh4;:6790632210_0_0;2.15;0.00;21.08;veh_passenger;622.40;650.86
159.00;81.67;veh5;:cluster_38035929_8413332365_16_0;5.38;0.00;10.74;veh_passenger;360.04;761.67
159.00;179.46;veh6;:37954746_6_0;2.05;0.00;13.60;veh_passenger;201.26;716.99
160.00;89.52;veh3;:cluster_8730280160_8730280161_3_2;5.55;0.00;13.78;veh_passenger;722.67;765.29
160.00;180.82;veh4;-5327713#9_0;18.52;0.00;22.27;veh_passenger;621.96;628.59
160.00;84.30;veh5;-1184885420_0;0.93;0.00;10.92;veh_passenger;370.60;764.12
160.00;180.56;veh6;-5328776#2_0;6.50;0.00;13.89;veh_passenger;201.22;703.10
161.00;89.59;veh3;:cluster_7025251701_7025251702_2_2;1.22;0.00;14.01;veh_passenger;736.69;765.39
161.00;180.11;veh4;-5327713#9_0;40.90;0.00;22.37;veh_passenger;621.70;606.21
161.00;89.45;veh5;-1184885420_0;11.36;0.00;10.43;veh_passenger;381.02;764.22
161.00;180.56;veh6;-5328776#2_0;19.51;0.00;13.01;veh_passenger;201.09;690.09
162.00;89.54;veh3;-737699692#7_2;5.95;0.00;11.17;veh_passenger;747.84;765.48
162.00;180.06;veh4;-5327713#9_0;58.77;0.00;17.87;veh_passenger;621.68;588.34
162.00;89.45;veh5;-1184885420_0;21.59;0.00;10.23;veh_passenger;391.25;764.32
162.00;180.56;veh6;-5328776#2_0;32.43;0.00;12.92;veh_passenger;200.97;677.17
163.00;89.54;veh3;-737699692#7_2;12.63;0.00;6.67;veh_passenger;754.54;765.53
163.00;180.06;veh4;-5327713#9_0;72.14;0.00;13.37;veh_passenger;621.67;574.97
163.00;89.45;veh5;-1184885420_0;31.65;0.00;10.07;veh_passenger;401.31;764.41
163.00;180.31;veh6;:2366289498_1_0;3.94;0.00;12.77;veh_passenger;200.86;664.41
164.00;79.14;veh3;:cluster_12945463279_12945463280_7025251697_7025251699_22_0;0.10;0.00;3.87;veh_passenger;758.13;766.43
164.00;180.06;veh4;-5327713#9_0;81.02;0.00;8.87;veh_passenger;621.66;566.09
164.00;89.45;veh5;-1184885420_0;41.92;0.00;10.27;veh_passenger;411.58;764.51
164.00;180.02;veh6;-5328776#1_0;3.55;0.00;13.95;veh_passenger;200.82;650.46
165.00;8.57;veh3;:cluster_12945463279_12945463280_7025251697_7025251699_22_0;3.17;0.00;3.07;veh_passenger;756.96;768.71
165.00;172.65;veh4;:cluster_13274971586_13274971588_13274971589_1913353498_#1more_2_0;4.22;0.00;4.37;veh_passenger;622.30;561.77
165.00;89.45;veh5;-1184885420_0;52.08;0.00;10.16;veh_passenger;421.74;764.61
165.00;179.93;veh6;-5328776#1_0;16.45;0.00;12.90;veh_passenger;200.84;637.56
165.00;270.57;veh7;5339010#0_0;5.10;0.00;9.91;veh_passenger;890.70;364.21
166.00;280.27;veh3;737699692#7_1;3.48;0.00;3.54;veh_passenger;753.43;768.72
166.00;151.18;veh4;:cluster_13274971586_13274971588_13274971589_1913353498_#1more_25_0;5.46;0.00;5.79;veh_passenger;624.80;556.66
166.00;89.45;veh5;-1184885420_0;63.20;0.00;11.11;veh_passenger;432.85;764.71
166.00;179.93;veh6;-5328776#1_0;30.31;0.00;13.86;veh_passenger;200.86;623.70
166.00;270.57;veh7;5339010#0_0;14.42;0.00;9.32;veh_passenger;881.38;364.30
167.00;269.54;veh3;737699692#7_1;8.43;0.00;4.95;veh_passenger;748.49;768.68
167.00;113.84;veh4;:cluster_13274971586_13274971588_13274971589_1913353498_#1more_25_0;12.62;0.00;7.15;veh_passenger;630.94;553.34
167.00;89.45;veh5;-1184885420_0;73.93;0.00;10.73;veh_passenger;443.57;764.81
167.00;180.06;veh6;:37946314_6_0;2.66;0.00;12.74;veh_passenger;200.86;610.96
167.00;270.57;veh7;5339010#0_0;23.20;0.00;8.79;veh_passenger;872.60;364.39
168.00;269.54;veh3;:cluster_7025251701_7025251702_0_1;0.34;0.00;6.99;veh_passenger;741.51;768.63
168.00;90.90;veh4;1431029818#1_0;4.65;0.00;9.63;veh_passenger;640.52;552.63
168.00;89.45;veh5;-1184885420_0;84.79;0.00;10.86;veh_passenger;454.43;764.92
168.00;180.38;veh6;-5328776#0_0;6.75;0.00;13.57;veh_passenger;200.80;597.39
168.00;270.57;veh7;5339010#0_0;31.91;0.00;8.71;veh_passenger;863.89;364.48
169.00;269.58;veh3;737699692#8_1;3.00;0.00;8.98;veh_passenger;732.51;768.56
169.00;90.37;veh4;1431029818#1_0;16.16;0.00;11.51;veh_passenger;652.03;552.56
169.00;89.45;veh5;-1184885420_0;94.89;0.00;10.10;veh_passenger;464.52;765.01
169.00;180.06;veh6;-956457552#1_0;1.78;0.00;13.50;veh_passenger;200.75;583.88
169.00;270.57;veh7;5339010#0_0;41.07;0.00;9.16;veh_passenger;854.73;364.57
170.00;269.53;veh3;:cluster_8730280160_8730280161_1_1;4.57;0.00;10.38;veh_passenger;722.14;768.48
170.00;90.37;veh4;1431029818#1_0;29.61;0.00;13.45;veh_passenger;665.48;552.47
170.00;89.45;veh5;-1184885420_0;105.47;0.00;10.58;veh_passenger;475.10;765.11
170.00;180.15;veh6;:cluster_2366289499_8851777357_8851777361_1_0;0.50;0.00;13.43;veh_passenger;200.71;570.45
170.00;270.57;veh7;5339010#0_0;50.63;0.00;9.56;veh_passenger;845.17;364.66
171.00;269.54;veh3;737699692#9_1;7.03;0.00;12.01;veh_passenger;710.13;768.38
171.00;90.37;veh4;1431029818#1_0;43.75;0.00;14.14;veh_passenger;679.62;552.38
171.00;110.34;veh5;:cluster_1905962826_2716410169_9246710870_25_0;9.28;0.00;10.85;veh_passenger;485.61;762.95
171.00;180.14;veh6;:cluster_2366289499_8851777357_8851777361_1_0;13.26;0.00;12.77;veh_passenger;200.68;557.69
171.00;270.57;veh7;5339010#0_0;60.22;0.00;9.58;veh_passenger;835.58;364.75
172.00;269.54;veh3;737699692#9_1;20.74;0.00;13.71;veh_passenger;696.44;768.28
172.00;90.37;veh4;1431029818#1_0;57.27;0.00;13.52;veh_passenger;693.14;552.29
