timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
1588.00;181.72;veh65;:cluster_37985163_5738652931_1_0;10.40;0.00;11.62;veh_passenger;200.15;445.51
1588.00;179.40;veh66;:cluster_13276413877_13276413896_13276413897_37975505_10_0;3.03;0.00;19.35;veh_passenger;621.58;453.14
1588.00;89.21;veh67;-1184885433#1_0;11.91;0.00;7.17;veh_passenger;185.10;762.07
1589.00;270.51;veh63;625865095_0;29.25;0.00;10.08;veh_passenger;353.63;115.20
1589.00;0.03;veh64;:37985171_9_0;3.09;0.00;19.72;veh_passenger;203.27;228.57
1589.00;182.63;veh65;-1447431933#1_0;8.97;0.00;11.23;veh_passenger;199.67;434.29
1589.00;179.20;veh66;-5327713#2_0;4.53;0.00;19.63;veh_passenger;621.82;433.50
1589.00;89.21;veh67;-1184885433#1_0;14.75;0.00;2.84;veh_passenger;187.96;762.11
1590.00;270.51;veh63;625865095_0;40.14;0.00;10.88;veh_passenger;342.75;115.30
1590.00;0.01;veh64;358730881#2_0;11.90;0.00;20.02;veh_passenger;203.28;248.59
1590.00;181.92;veh65;-1447431933#0_0;0.39;0.00;11.20;veh_passenger;199.27;423.10
1590.00;179.19;veh66;-5327713#2_0;24.65;0.00;20.12;veh_passenger;622.11;413.38
1590.00;89.21;veh67;-1184885433#1_0;15.11;0.00;0.35;veh_passenger;188.31;762.11
1591.00;267.58;veh63;625865095_0;49.97;0.00;9.83;veh_passenger;332.93;115.13
1591.00;0.01;veh64;358730881#2_0;31.87;0.00;19.97;veh_passenger;203.29;268.56
1591.00;181.00;veh65;:13280094084_0_1;1.54;0.00;10.64;veh_passenger;199.07;412.54
1591.00;179.42;veh66;-5327713#1_0;3.24;0.00;15.62;veh_passenger;622.29;397.77
1591.00;89.21;veh67;-1184885433#1_0;15.26;0.00;0.16;veh_passenger;188.47;762.12
1592.00;259.62;veh63;625865095_0;60.81;0.00;10.84;veh_passenger;322.20;113.78
1592.00;25.50;veh64;:13280094085_0_0;7.79;0.00;20.82;veh_passenger;206.24;289.05
1592.00;180.01;veh65;-237754737#1_1;4.23;0.00;11.10;veh_passenger;199.02;401.78
1592.00;179.47;veh66;-5327713#1_0;14.36;0.00;11.12;veh_passenger;622.39;386.66
1592.00;89.21;veh67;-1184885433#1_0;15.32;0.00;0.06;veh_passenger;188.53;762.12
1593.00;250.45;veh63;:5909055194_1_0;2.62;0.00;10.35;veh_passenger;312.32;110.96
1593.00;357.97;veh64;:1509407333_5_0;5.32;0.00;19.68;veh_passenger;205.66;308.73
1593.00;179.92;veh65;-237754737#1_1;15.56;0.00;11.34;veh_passenger;199.03;390.45
1593.00;179.47;veh66;-5327713#1_0;20.98;0.00;6.62;veh_passenger;622.45;380.04
1593.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.02;veh_passenger;188.54;762.12
1594.00;246.83;veh63;899085707_0;9.60;0.00;10.81;veh_passenger;302.45;106.56
1594.00;0.33;veh64;1447431934#1_0;14.95;0.00;20.38;veh_passenger;205.25;329.07
1594.00;179.92;veh65;-237754737#1_1;24.58;0.00;9.01;veh_passenger;199.04;381.43
1594.00;179.47;veh66;-5327713#1_0;23.09;0.00;2.12;veh_passenger;622.47;377.93
1594.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1595.00;246.63;veh63;:38065246_0_0;0.30;0.00;10.90;veh_passenger;292.50;102.20
1595.00;0.33;veh64;1447431934#1_0;35.35;0.00;20.40;veh_passenger;205.37;349.44
1595.00;179.92;veh65;-237754737#1_1;29.09;0.00;4.51;veh_passenger;199.05;376.92
1595.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1595.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1596.00;270.11;veh63;1430771063_1;8.91;0.00;12.55;veh_passenger;280.03;98.45
1596.00;179.92;veh65;-237754737#1_1;29.29;0.00;0.20;veh_passenger;199.05;376.72
1596.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1596.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1597.00;270.11;veh63;1430771063_1;23.57;0.00;14.66;veh_passenger;265.40;98.47
1597.00;179.92;veh65;-237754737#1_1;29.38;0.00;0.09;veh_passenger;199.05;376.63
1597.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1597.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1598.00;268.83;veh63;1430771063_1;40.82;0.00;17.25;veh_passenger;248.17;98.32
1598.00;179.92;veh65;-237754737#1_1;29.39;0.00;0.02;veh_passenger;199.05;376.62
1598.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1598.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1599.00;268.69;veh63;:2382930480_3_1;6.84;0.00;17.85;veh_passenger;230.29;97.94
1599.00;179.92;veh65;-237754737#1_1;29.40;0.00;0.00;veh_passenger;199.05;376.61
1599.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1599.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1600.00;269.52;veh63;358730885#0_1;12.40;0.00;13.35;veh_passenger;216.94;97.82
1600.00;179.92;veh65;-237754737#1_1;29.40;0.00;0.00;veh_passenger;199.05;376.61
1600.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1600.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1600.00;269.61;veh68;737699692#8_1;5.10;0.00;0.00;veh_passenger;730.42;768.55
1601.00;252.04;veh63;:cluster_13014689019_13014689020_13014689021_1518918162_#1more_18_0;0.94;0.00;9.65;veh_passenger;207.65;95.71
1601.00;179.92;veh65;-237754737#1_1;29.40;0.00;0.00;veh_passenger;199.05;376.61
1601.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1601.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1601.00;269.61;veh68;737699692#8_1;7.54;0.00;2.44;veh_passenger;727.99;768.53
1602.00;208.73;veh63;:cluster_13014689019_13014689020_13014689021_1518918162_#1more_18_0;10.67;0.00;9.73;veh_passenger;201.61;88.54
1602.00;179.92;veh65;-237754737#1_1;29.40;0.00;0.00;veh_passenger;199.05;376.61
1602.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1602.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1602.00;269.55;veh68;:cluster_8730280160_8730280161_1_1;3.59;0.00;4.86;veh_passenger;723.13;768.49
1603.00;182.91;veh63;138183456#1_0;3.40;0.00;9.38;veh_passenger;200.70;79.23
1603.00;177.81;veh65;:cluster_37985166_5738620406_5738620407_5738620408_2_0;0.89;0.00;1.89;veh_passenger;199.23;374.74
1603.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1603.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1603.00;269.53;veh68;737699692#9_1;1.25;0.00;7.20;veh_passenger;715.91;768.43
1604.00;180.23;veh63;138183456#1_0;14.88;0.00;11.48;veh_passenger;200.65;67.75
1604.00;168.84;veh65;:cluster_37985166_5738620406_5738620407_5738620408_2_0;4.62;0.00;3.74;veh_passenger;200.01;371.10
1604.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1604.00;89.21;veh67;-1184885433#1_0;15.34;0.00;0.00;veh_passenger;188.54;762.12
1604.00;269.54;veh68;737699692#9_1;10.37;0.00;9.12;veh_passenger;706.80;768.36
1605.00;180.23;veh63;138183456#1_0;27.79;0.00;12.91;veh_passenger;200.60;54.84
1605.00;137.77;veh65;:cluster_37985166_5738620406_5738620407_5738620408_16_0;4.26;0.00;6.11;veh_passenger;203.60;366.32
1605.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1605.00;88.67;veh67;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;0.65;0.00;1.65;veh_passenger;190.20;762.19
1605.00;269.54;veh68;737699692#9_1;21.22;0.00;10.85;veh_passenger;695.95;768.27
1606.00;180.23;veh63;138183456#1_0;41.13;0.00;13.34;veh_passenger;200.54;41.50
1606.00;108.05;veh65;:cluster_37985166_5738620406_5738620407_5738620408_16_0;11.96;0.00;7.69;veh_passenger;210.73;363.66
1606.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1606.00;85.59;veh67;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;4.29;0.00;3.64;veh_passenger;193.82;762.50
1606.00;269.54;veh68;:8730280165_3_1;5.30;0.00;13.04;veh_passenger;682.91;768.17
1607.00;180.23;veh63;138183456#1_0;54.30;0.00;13.18;veh_passenger;200.49;28.33
1607.00;93.50;veh65;-234193576#2_0;0.44;0.00;8.15;veh_passenger;218.86;363.13
1607.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1607.00;84.99;veh67;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;10.35;0.00;6.06;veh_passenger;199.84;763.03
1607.00;269.55;veh68;:11006259224_0_2;3.84;0.00;13.57;veh_passenger;669.81;768.06
1608.00;88.47;veh65;-234193576#2_0;9.18;0.00;8.74;veh_passenger;227.60;363.37
1608.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1608.00;84.99;veh67;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;18.18;0.00;7.82;veh_passenger;207.61;763.71
1608.00;269.55;veh68;1184885426#1_2;3.94;0.00;13.44;veh_passenger;656.62;767.96
1609.00;88.47;veh65;-234193576#2_0;18.52;0.00;9.33;veh_passenger;236.93;363.61
1609.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1609.00;84.99;veh67;:cluster_12893603029_12893603030_37985146_6563509250_#1more_14_0;28.27;0.00;10.10;veh_passenger;217.64;764.59
1609.00;269.54;veh68;1184885426#1_2;16.24;0.00;12.30;veh_passenger;644.35;767.86
1610.00;88.47;veh65;-234193576#2_0;27.71;0.00;9.19;veh_passenger;246.12;363.86
1610.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1610.00;91.22;veh67;-1184885425#0_0;4.78;0.00;11.50;veh_passenger;229.11;765.05
1610.00;272.39;veh68;:cluster_10976017901_5427072664_6550558468_1_2;6.08;0.00;8.60;veh_passenger;635.77;768.09
1611.00;88.47;veh65;-234193576#2_0;36.31;0.00;8.60;veh_passenger;254.72;364.09
1611.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1611.00;90.21;veh67;-1184885425#0_0;17.01;0.00;12.23;veh_passenger;241.36;765.01
1611.00;257.72;veh68;:cluster_2058701942_6550558469_6610738787_11_0;4.45;0.00;5.04;veh_passenger;630.86;767.04
1612.00;88.47;veh65;-234193576#2_0;45.38;0.00;9.08;veh_passenger;263.79;364.33
1612.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1612.00;90.21;veh67;-1184885425#0_0;29.27;0.00;12.26;veh_passenger;253.64;764.96
1612.00;221.83;veh68;:cluster_2058701942_6550558469_6610738787_41_0;5.86;0.00;7.13;veh_passenger;625.76;762.35
1613.00;88.47;veh65;-234193576#2_0;54.68;0.00;9.29;veh_passenger;273.08;364.58
1613.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1613.00;119.67;veh67;:11006259223_3_0;7.42;0.00;11.31;veh_passenger;264.38;761.94
1613.00;192.25;veh68;:cluster_2058701942_6550558469_6610738787_41_0;15.01;0.00;9.15;veh_passenger;623.36;753.58
1614.00;88.47;veh65;-234193576#2_0;64.24;0.00;9.56;veh_passenger;282.64;364.83
1614.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1614.00;90.51;veh67;-737699689#1_0;10.26;0.00;11.36;veh_passenger;275.74;761.61
1614.00;181.64;veh68;-1360997321#0_0;3.23;0.00;10.42;veh_passenger;622.78;743.18
1615.00;89.80;veh65;-234193576#2_0;74.03;0.00;9.80;veh_passenger;292.43;364.98
1615.00;179.47;veh66;-5327713#1_0;23.09;0.00;0.00;veh_passenger;622.47;377.93
1615.00;90.51;veh67;-737699689#1_0;21.55;0.00;11.30;veh_passenger;287.04;761.51
1615.00;197.07;veh68;:12599795682_0_0;4.02;0.00;12.80;veh_passenger;621.30;730.54
1616.00;89.88;veh65;-234193576#2_0;83.55;0.00;9.51;veh_passenger;301.95;365.00
1616.00;182.67;veh66;:cluster_37975504_6550558470_6790632204_6790632205_#1more_12_0;1.85;0.00;2.45;veh_passenger;622.22;375.50
1616.00;90.51;veh67;-737699689#1_0;33.11;0.00;11.55;veh_passenger;298.58;761.41
1616.00;179.76;veh68;-1361051335_0;9.86;0.00;14.26;veh_passenger;619.64;716.50
1617.00;89.88;veh65;-234193576#2_0;92.83;0.00;9.28;veh_passenger;311.23;365.02
1617.00;192.42;veh66;:cluster_37975504_6550558470_6790632204_6790632205_#1more_12_0;6.28;0.00;4.43;veh_passenger;621.24;371.24
1617.00;90.51;veh67;-737699689#1_0;44.88;0.00;11.77;veh_passenger;310.35;761.30
1617.00;145.91;veh68;:2178374775_1_0;0.24;0.00;15.77;veh_passenger;622.83;701.91
1618.00;89.88;veh65;-234193576#2_0;101.95;0.00;9.12;veh_passenger;320.35;365.04
1618.00;229.67;veh66;:cluster_37975504_6550558470_6790632204_6790632205_#1more_12_0;12.89;0.00;6.61;veh_passenger;616.68;366.74
1618.00;90.54;veh67;:cluster_7025251706_7025251707_15_0;8.22;0.00;12.07;veh_passenger;322.43;761.19
1618.00;179.22;veh68;-5327713#12_0;11.26;0.00;17.72;veh_passenger;622.96;684.19
1619.00;89.88;veh65;-234193576#2_0;111.05;0.00;9.10;veh_passenger;329.45;365.06
1619.00;264.71;veh66;1360997318#1_0;1.24;0.00;8.42;veh_passenger;608.50;365.29
1619.00;90.50;veh67;-737699689#0_0;10.57;0.00;11.85;veh_passenger;334.26;761.09
1619.00;182.12;veh68;:cluster_37975514_6550558473_6790632209_25_0;5.85;0.00;19.67;veh_passenger;622.93;664.53
1620.00;89.88;veh65;-234193576#2_0;120.49;0.00;9.44;veh_passenger;338.89;365.08
1620.00;270.53;veh66;1360997318#1_0;11.29;0.00;10.05;veh_passenger;598.44;365.38
1620.00;90.50;veh67;-737699689#0_0;21.90;0.00;11.33;veh_passenger;345.58;760.99
1620.00;180.92;veh68;-5327713#9_0;4.71;0.00;22.14;veh_passenger;622.16;642.40
1621.00;90.43;veh65;-234193576#1_0;4.27;0.00;9.61;veh_passenger;348.50;365.03
1621.00;270.53;veh66;1360997318#1_0;20.80;0.00;9.51;veh_passenger;588.93;365.47
1621.00;86.74;veh67;:cluster_38035929_8413332365_16_0;2.95;0.00;12.12;veh_passenger;357.68;761.21
1621.00;180.82;veh68;-5327713#9_0;26.98;0.00;22.27;veh_passenger;621.84;620.13
1622.00;90.49;veh65;-234193576#1_0;12.84;0.00;8.57;veh_passenger;357.07;364.96
1622.00;271.16;veh66;:12599245496_0_0;6.08;0.00;10.06;veh_passenger;578.87;365.63
1622.00;80.67;veh67;:cluster_38035929_8413332365_16_0;14.95;0.00;12.00;veh_passenger;369.25;764.06
1622.00;180.06;veh68;-5327713#9_0;49.68;0.00;22.70;veh_passenger;621.70;597.43
1623.00;90.49;veh65;-234193576#1_0;21.54;0.00;8.70;veh_passenger;365.77;364.89
1623.00;271.70;veh66;741945167#0_0;8.22;0.00;10.07;veh_passenger;568.81;365.91
1623.00;89.45;veh67;-1184885420_0;11.79;0.00;12.22;veh_passenger;381.46;764.22
1623.00;180.06;veh68;-5327713#9_0;72.51;0.00;22.83;veh_passenger;621.67;574.60
1624.00;90.49;veh65;-234193576#1_0;31.26;0.00;9.72;veh_passenger;375.49;364.80
1624.00;271.70;veh66;741945167#0_0;17.90;0.00;9.68;veh_passenger;559.14;366.20
1624.00;89.45;veh67;-1184885420_0;23.69;0.00;11.90;veh_passenger;393.35;764.34
1624.00;180.30;veh68;:cluster_13274971586_13274971588_13274971589_1913353498_#1more_0_0;14.10;0.00;22.76;veh_passenger;621.59;551.84
1624.00;270.57;veh69;5339010#0_0;5.10;0.00;11.43;veh_passenger;890.70;364.21
1625.00;90.49;veh65;-234193576#1_0;40.37;0.00;9.11;veh_passenger;384.60;364.73
1625.00;271.70;veh66;741945167#0_0;27.73;0.00;9.83;veh_passenger;549.31;366.49
1625.00;89.45;veh67;-1184885420_0;35.75;0.00;12.06;veh_passenger;405.41;764.45
1625.00;180.51;veh68;-5327713#6_0;13.98;0.00;22.91;veh_passenger;621.42;528.93
1625.00;270.57;veh69;5339010#0_0;15.66;0.00;10.56;veh_passenger;880.14;364.31
1626.00;90.49;veh65;-234193576#1_0;49.16;0.00;8.79;veh_passenger;393.39;364.65
1626.00;271.70;veh66;741945167#0_0;37.27;0.00;9.54;veh_passenger;539.77;366.77
1626.00;89.45;veh67;-1184885420_0;47.34;0.00;11.59;veh_passenger;416.99;764.56
1626.00;180.41;veh68;:cluster_5371545253_5738634653_0_0;0.95;0.00;22.77;veh_passenger;621.22;506.17
1626.00;270.57;veh69;5339010#0_0;26.71;0.00;11.05;veh_passenger;869.09;364.42
1627.00;90.49;veh65;-234193576#1_0;57.89;0.00;8.73;veh_passenger;402.12;364.58
1627.00;271.70;veh66;741945167#0_0;47.06;0.00;9.78;veh_passenger;529.99;367.06
1627.00;89.45;veh67;-1184885420_0;58.75;0.00;11.40;veh_passenger;428.39;764.67
1627.00;179.56;veh68;-5327713#5_0;14.04;0.00;22.56;veh_passenger;621.33;483.61
1627.00;270.57;veh69;5339010#0_0;38.11;0.00;11.40;veh_passenger;857.69;364.54
1628.00;90.49;veh65;-234193576#1_0;66.63;0.00;8.74;veh_passenger;410.86;364.50
1628.00;270.20;veh66;741945167#0_0;56.36;0.00;9.31;veh_passenger;520.69;367.21
1628.00;89.45;veh67;-1184885420_0;70.11;0.00;11.36;veh_passenger;439.75;764.78
1628.00;179.56;veh68;-5327713#5_0;36.32;0.00;22.28;veh_passenger;621.50;461.33
1628.00;270.57;veh69;5339010#0_0;49.47;0.00;11.36;veh_passenger;846.33;364.65
1629.00;90.49;veh65;-234193576#1_0;75.89;0.00;9.26;veh_passenger;420.12;364.43
1629.00;270.00;veh66;741945167#0_0;65.99;0.00;9.63;veh_passenger;511.06;367.21
1629.00;89.45;veh67;-1184885420_0;81.73;0.00;11.63;veh_passenger;451.37;764.89
1629.00;179.31;veh68;:cluster_13276413877_13276413896_13276413897_37975505_10_0;17.60;0.00;22.77;veh_passenger;621.75;438.56
1629.00;270.57;veh69;5339010#0_0;59.79;0.00;10.32;veh_passenger;836.01;364.75
1630.00;90.49;veh65;-234193576#1_0;84.80;0.00;8.90;veh_passenger;429.03;364.35
1630.00;270.00;veh66;741945167#0_0;76.03;0.00;10.04;veh_passenger;501.02;367.21
1630.00;89.45;veh67;-1184885420_0;92.98;0.00;11.25;veh_passenger;462.61;765.00
1630.00;179.19;veh68;-5327713#2_0;20.35;0.00;20.87;veh_passenger;622.05;417.68
1630.00;270.54;veh69;:2710179127_0_0;1.20;0.00;11.29;veh_passenger;824.72;364.86
1631.00;90.49;veh65;-234193576#1_0;93.49;0.00;8.69;veh_passenger;437.72;364.28
1631.00;269.91;veh66;:cluster_38077757_5727975258_5727975259_5727975261_1_0;2.08;0.00;8.89;veh_passenger;492.13;367.20
1631.00;89.45;veh67;-1184885420_0;104.46;0.00;11.48;veh_passenger;474.09;765.11
1631.00;179.34;veh68;:cluster_5371279420_6550558471_24_0;9.22;0.00;16.37;veh_passenger;622.26;401.31
1631.00;270.57;veh69;5339010#1_0;7.47;0.00;11.28;veh_passenger;813.45;364.96
1632.00;90.49;veh65;-234193576#1_0;103.32;0.00;9.84;veh_passenger;447.55;364.19
1632.00;269.79;veh66;:cluster_38077757_5727975258_5727975259_5727975261_1_0;11.37;0.00;9.29;veh_passenger;482.84;367.17
1632.00;110.96;veh67;:cluster_1905962826_2716410169_9246710870_25_0;9.52;0.00;12.10;veh_passenger;485.83;762.86
1632.00;179.47;veh68;-5327713#1_0;11.57;0.00;11.87;veh_passenger;622.37;389.44
1632.00;270.57;veh69;5339010#1_0;18.71;0.00;11.23;veh_passenger;802.21;365.07
1633.00;90.49;veh65;-234193576#1_0;112.80;0.00;9.48;veh_passenger;457.03;364.11
1633.00;270.36;veh66;:38093601_0_0;3.70;0.00;10.01;veh_passenger;472.83;367.18
1633.00;92.19;veh67;-1184885424#2_0;6.02;0.00;11.81;veh_passenger;497.51;758.30
1633.00;179.47;veh68;-5327713#1_0;18.95;0.00;7.37;veh_passenger;622.44;382.07
1633.00;270.57;veh69;5339010#1_0;29.00;0.00;10.29;veh_passenger;791.92;365.18
1634.00;90.49;veh65;-234193576#1_0;122.24;0.00;9.43;veh_passenger;466.47;364.03
1634.00;270.49;veh66;234193576#1_0;8.17;0.00;9.48;veh_passenger;463.35;367.26
1634.00;92.19;veh67;-1184885424#2_0;17.04;0.00;11.01;veh_passenger;508.61;757.87
1634.00;179.47;veh68;-5327713#1_0;21.82;0.00;2.87;veh_passenger;622.46;379.20
1634.00;270.57;veh69;5339010#1_0;39.88;0.00;10.88;veh_passenger;781.04;365.28
1635.00;90.38;veh65;:38093601_1_0;3.73;0.00;8.77;veh_passenger;475.23;363.97
1635.00;270.49;veh66;234193576#1_0;17.86;0.00;9.69;veh_passenger;453.66;367.34
1635.00;92.19;veh67;-1184885424#2_0;28.32;0.00;11.29;veh_passenger;519.98;757.44
1635.00;179.47;veh68;-5327713#1_0;22.33;0.00;0.50;veh_passenger;622.47;378.69
1635.00;270.47;veh69;:cluster_12727039305_12727039306_4_0;3.44;0.00;11.17;veh_passenger;769.87;365.39
1636.00;84.17;veh65;:cluster_38077757_5727975258_5727975259_5727975261_7_0;1.65;0.00;4.27;veh_passenger;479.41;364.47
1636.00;270.49;veh66;234193576#1_0;27.79;0.00;9.93;veh_passenger;443.73;367.43
1636.00;91.74;veh67;:cluster_12727039321_9246506814_15_0;3.57;0.00;11.58;veh_passenger;531.52;757.04
1636.00;179.47;veh68;-5327713#1_0;22.59;0.00;0.26;veh_passenger;622.47;378.43
1636.00;270.28;veh69;:5424960097_0_0;2.40;0.00;11.21;veh_passenger;758.67;365.46
1637.00;27.11;veh65;:cluster_38077757_5727975258_5727975259_5727975261_10_0;5.65;0.00;6.39;veh_passenger;482.89;369.39
1637.00;270.49;veh66;234193576#1_0;36.98;0.00;9.19;veh_passenger;434.54;367.50
1637.00;91.12;veh67;-1184885424#1_0;6.95;0.00;11.35;veh_passenger;542.74;756.78
1637.00;179.47;veh68;-5327713#1_0;22.68;0.00;0.10;veh_passenger;622.47;378.33
1637.00;269.64;veh69;5339010#3_0;6.60;0.00;11.21;veh_passenger;747.45;365.43
1638.00;4.69;veh65;:cluster_38077757_5727975258_5727975259_5727975261_10_0;12.66;0.00;7.01;veh_passenger;483.79;376.32
1638.00;270.49;veh66;234193576#1_0;46.79;0.00;9.81;veh_passenger;424.73;367.59
1638.00;91.12;veh67;-1184885424#1_0;18.18;0.00;11.24;veh_passenger;553.98;756.56
1638.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1638.00;269.64;veh69;5339010#3_0;17.29;0.00;10.70;veh_passenger;736.76;365.36
1639.00;0.11;veh65;234193574#1_0;4.43;0.00;6.44;veh_passenger;483.88;382.76
1639.00;270.49;veh66;234193576#1_0;56.02;0.00;9.23;veh_passenger;415.50;367.67
1639.00;91.12;veh67;-1184885424#1_0;29.99;0.00;11.80;veh_passenger;565.78;756.33
1639.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1639.00;269.64;veh69;5339010#3_0;27.55;0.00;10.26;veh_passenger;726.50;365.30
1640.00;359.72;veh65;234193574#1_0;12.61;0.00;8.18;veh_passenger;483.84;390.94
1640.00;270.49;veh66;234193576#1_0;64.93;0.00;8.91;veh_passenger;406.59;367.74
1640.00;91.12;veh67;-1184885424#1_0;41.61;0.00;11.62;veh_passenger;577.41;756.11
1640.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1640.00;269.64;veh69;5339010#3_0;38.63;0.00;11.08;veh_passenger;715.42;365.23
1641.00;359.72;veh65;234193574#1_0;22.78;0.00;10.17;veh_passenger;483.79;401.11
1641.00;270.49;veh66;234193576#1_0;74.69;0.00;9.76;veh_passenger;396.83;367.82
1641.00;91.12;veh67;-1184885424#1_0;53.54;0.00;11.93;veh_passenger;589.34;755.87
1641.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1641.00;269.64;veh69;5339010#3_0;49.84;0.00;11.21;veh_passenger;704.21;365.16
1642.00;359.72;veh65;234193574#1_0;34.57;0.00;11.80;veh_passenger;483.73;412.90
1642.00;270.49;veh66;234193576#1_0;83.62;0.00;8.93;veh_passenger;387.90;367.90
1642.00;91.12;veh67;-1184885424#1_0;64.90;0.00;11.36;veh_passenger;600.70;755.65
1642.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1642.00;269.71;veh69;:5371279626_4_0;1.91;0.00;11.20;veh_passenger;693.02;365.09
1643.00;359.72;veh65;234193574#1_0;45.88;0.00;11.31;veh_passenger;483.67;424.21
1643.00;270.49;veh66;234193576#1_0;92.93;0.00;9.31;veh_passenger;378.59;367.98
1643.00;91.08;veh67;:6610738786_2_0;0.78;0.00;6.95;veh_passenger;607.64;755.52
1643.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1643.00;269.99;veh69;5339010#4_0;3.81;0.00;11.31;veh_passenger;681.71;365.07
1644.00;359.72;veh65;234193574#1_0;57.18;0.00;11.29;veh_passenger;483.62;435.50
1644.00;270.49;veh66;234193576#1_0;101.87;0.00;8.94;veh_passenger;369.65;368.05
1644.00;90.91;veh67;:6610738786_2_0;4.33;0.00;3.55;veh_passenger;611.19;755.46
1644.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1644.00;270.05;veh69;5339010#4_0;15.13;0.00;11.32;veh_passenger;670.39;365.08
1645.00;1.98;veh65;:cluster_1905962827_5908356621_5908356623_5908356624_1_0;7.96;0.00;11.28;veh_passenger;483.87;446.77
1645.00;270.49;veh66;234193576#1_0;111.37;0.00;9.50;veh_passenger;360.15;368.14
1645.00;90.87;veh67;:6610738786_2_0;5.11;0.00;0.78;veh_passenger;611.97;755.45
1645.00;179.47;veh68;-5327713#1_0;22.69;0.00;0.00;veh_passenger;622.47;378.33
1645.00;270.05;veh69;5339010#4_0;25.64;0.00;10.51;veh_passenger;659.88;365.09
1646.00;1.98;veh65;:cluster_1905962827_5908356621_5908356623_5908356624_1_0;19.22;0.00;11.26;veh_passenger;484.26;458.02
1646.00;270.49;veh66;234193576#1_0;121.45;0.00;10.07;veh_passenger;350.07;368.22
1646.00;90.87;veh67;:6610738786_2_0;5.16;0.00;0.05;veh_passenger;612.02;755.45
